X_Minimum,X_Maximum,Y_Minimum,Y_Maximum,Pixels_Areas,X_Perimeter,Y_Perimeter,Sum_of_Luminosity,Minimum_of_Luminosity,Maximum_of_Luminosity,Length_of_Conveyer,TypeOfSteel_A300,TypeOfSteel_A400,Steel_Plate_Thickness,Edges_Index,Empty_Index,Square_Index,Outside_X_Index,Edges_X_Index,Edges_Y_Index,Outside_Global_Index,LogOfAreas,Log_X_Index,Log_Y_Index,Orientation_Index,Orientation_Index,SigmoidOfAreas,Class
0,12,864919,865043,745,42,125,55239,56,94,1687,1,0,80,0,4993,968,71,2857,99.2,1,28722,10792,20934,9032,9032,9996,7
0,21,881709,881856,1949,68,162,144252,56,99,1687,1,0,80,0,3686,1429,125,3088,90.74,1,32898,13222,21673,8571,8571,10000,7
649,661,911696,911833,806,61,140,87496,83,132,1687,1,0,80,7694,5097,876,71,1967,97.86,1,29063,10792,21367,9124,9124,9999,7
0,9,950080,950188,709,39,108,68984,81,110,1687,1,0,80,0,2706,833,53,2308,100,1,28507,9542,20334,9167,9167,9886,7
0,14,971696,971813,949,43,118,76361,59,106,1687,1,0,80,0,4206,1197,83,3256,99.15,1,29773,11461,20682,8803,8803,9999,7
0,14,990037,990193,1183,80,162,91488,57,101,1687,1,0,80,0,4583,897,83,1750,96.3,1,30730,11461,21931,9103,9103,10000,7
0,14,1007200,1007319,996,45,120,78978,59,106,1687,1,0,80,0,4022,1177,83,3111,99.17,1,29983,11461,20756,8824,8824,9999,7
0,14,1030360,1030463,754,55,106,61497,63,106,1687,1,0,80,0,4771,1359,83,2546,97.17,1,28774,11461,20128,8641,8641,9995,7
0,14,1041924,1042036,862,37,113,69375,63,101,1687,1,0,80,0,4503,1250,83,3784,99.12,1,29355,11461,20492,8750,8750,9998,7
1289,1301,1132484,1132492,61,16,13,7145,105,127,1687,1,0,80,4576,3646,6667,71,7500,61.54,0,17853,10792,9031,-3333,-3333,2018,7
1598,1607,2932024,2932064,169,34,43,17673,85,120,1687,1,0,80,948,5306,2250,53,2647,93.02,1,22279,9542,16021,7750,7750,5951,7
196,209,652754,652766,54,22,22,6470,110,129,1467,1,0,100,2672,6539,9231,89,5909,54.54,0,17324,11139,10792,-769,-769,2739,7
702,725,1715826,1715848,333,28,27,35740,91,123,1623,1,0,100,8651,3419,9565,142,8214,81.48,0,25224,13617,13424,-435,-435,7955,7
436,453,1120537,1120571,369,18,34,41469,52,148,1687,0,1,150,5169,3616,5000,101,9444,100,1,25670,12305,15315,5000,5000,8627,7
844,868,71768,71798,360,52,48,45627,113,141,1687,0,1,200,9710,5000,8000,142,4615,62.5,1,25563,13802,14771,2000,2000,9419,7
419,427,261033,261064,185,15,31,20399,97,124,1687,0,1,200,4967,2540,2581,47,5333,100,1,22672,9031,14914,7419,7419,4106,7
721,732,5169308,5169335,226,12,27,24102,84,133,1373,0,1,40,9337,2391,4074,80,9167,100,1,23541,10414,14314,5926,5926,4913,7
15,149,2278497,2278909,37334,908,903,3918209,19,134,1387,0,1,40,216,3238,3252,966,1476,45.63,1,45721,21271,26149,6748,6748,10000,7
1269,1290,340471,340499,230,41,42,20570,82,101,1353,0,1,70,931,6088,7500,155,5122,66.67,1,23617,13222,14472,2500,2500,8705,7
1176,1208,360880,360936,1467,37,68,146487,83,124,1353,0,1,70,2143,1814,5714,236,8649,82.35,1,31664,15051,17482,4286,4286,9999,7
1152,1178,371477,371575,1283,109,118,160146,110,136,1353,0,1,70,2587,4965,2653,192,2385,83.05,1,31082,14150,19912,7347,7347,10000,7
1299,1305,385532,385557,107,13,26,10888,96,111,1353,0,1,70,710,2867,2400,44,4615,96.15,1,20294,7782,13979,7600,7600,2660,7
1331,1344,397980,398111,788,67,137,65200,61,96,1353,0,1,70,133,5373,992,96,1940,95.62,1,28965,11139,21173,9008,9008,9999,7
1064,1079,406616,406673,419,40,60,44609,97,119,1353,0,1,70,4050,5099,2632,111,3750,95,1,26222,11761,17559,7368,7368,9755,7
1258,1270,422864,422886,184,21,24,16987,85,103,1353,0,1,70,1227,3030,5454,89,5714,91.67,1,22648,10792,13424,4545,4545,4366,7
1155,1172,430639,430674,260,34,42,27974,96,119,1353,0,1,70,2675,5630,4857,126,5000,83.33,1,24150,12305,15441,5143,5143,8756,7
1111,1130,2527319,2527390,747,62,72,76627,85,127,1280,1,0,100,2344,4463,2676,148,3065,98.61,1,28733,12787,18513,7324,7324,9991,7
1495,1560,123779,123815,1002,97,64,99456,87,116,1633,0,1,300,894,5718,5538,398,6701,56.25,0,30009,18129,15563,-4462,-4462,10000,7
1440,1450,220121,220146,138,17,25,16548,101,133,1633,0,1,250,2241,4480,4000,61,5882,100,1,21399,10000,13979,6000,6000,4138,7
1287,1302,3204829,3204845,191,17,16,20590,67,133,1627,0,1,40,3995,2042,9375,92,8824,100,1,22810,11761,12041,625,625,3977,7
1117,1154,1194359,1194414,1055,69,56,110262,72,125,1687,1,0,80,6319,4816,6727,219,5362,98.21,1,30233,15682,17404,3273,3273,10000,7
1376,1384,3467552,3467567,64,14,15,6761,91,116,1690,1,0,60,3621,4667,5333,47,5714,100,1,18062,9031,11761,4667,4667,2288,7
88,106,327251,327262,109,18,11,11746,100,119,1692,1,0,70,1040,4495,6111,106,10000,100,0,20374,12553,10414,-3889,-3889,3329,7
844,853,407114,407124,63,10,10,6207,78,114,1690,1,0,70,9905,3000,9000,53,9000,100,1,17993,9542,10000,1000,1000,1954,7
1333,1343,1638648,1638668,147,22,20,15513,91,127,1690,1,0,70,4107,2650,5000,59,4545,100,1,21673,10000,13010,5000,5000,3359,7
1110,1118,2817680,2817695,77,11,15,8602,98,125,1692,1,0,70,6785,3583,5333,47,7273,100,1,18865,9031,11761,4667,4667,2288,7
787,798,2887288,2887307,137,21,19,15397,95,131,1690,1,0,70,9314,3445,5789,65,5238,100,1,21367,10414,12787,4211,4211,3494,7
974,985,3149617,3149629,101,15,12,10160,66,133,1692,1,0,70,8357,2349,9167,65,7333,100,1,20043,10414,10792,833,833,2432,7
1420,1595,23288,23316,2782,179,42,334869,66,159,1688,1,0,70,1102,4322,1600,1037,9776,66.67,0,34444,22430,14472,-8400,-8400,10000,7
451,480,683320,683341,293,50,29,41492,133,151,1364,1,0,70,6613,5189,7241,213,5800,72.41,0,24669,14624,13222,-2759,-2759,8854,7
534,545,756916,756929,78,20,13,10621,129,148,1364,1,0,70,7830,4545,8461,81,5500,100,1,18921,10414,11139,1539,1539,2570,7
515,537,833989,833995,74,26,10,10476,129,151,1364,1,0,70,7551,4394,2727,161,8461,60,0,18692,13424,7782,-7273,-7273,2432,7
354,467,903537,903631,6019,211,119,541426,16,125,1364,1,0,70,5191,4333,8319,828,5355,78.99,0,37795,20531,19731,-1681,-1681,10000,7
43,55,1230580,1230589,83,14,10,9452,101,127,1650,1,0,70,521,2315,7500,73,8571,90,0,19191,10792,9542,-2500,-2500,2150,7
877,888,1252347,1252357,72,13,10,8537,97,133,1650,1,0,70,9236,3455,9091,67,8461,100,0,18573,10414,10000,-909,-909,2173,7
474,486,1352048,1352060,73,14,12,7241,86,118,1652,1,0,70,5738,4931,10000,73,8571,100,0.5,18633,10792,10792,0,0,2583,7
1101,1116,1378026,1378057,278,32,33,23817,68,103,1654,1,0,70,6505,4022,4839,91,4688,93.94,1,24440,11761,14914,5161,5161,7474,7
1563,1587,1398598,1398603,80,25,11,8595,97,117,1652,1,0,70,787,3333,2083,145,9600,45.45,0,19031,13802,6990,-7917,-7917,2288,7
300,312,1430061,1430075,83,15,14,9956,101,134,1652,1,0,70,3632,5059,8571,73,8000,100,1,19191,10792,11461,1429,1429,2901,7
102,119,1446788,1446835,409,65,53,47513,103,132,1654,1,0,70,1233,4881,3617,103,2615,88.68,1,26117,12305,16721,6383,6383,9648,7
138,151,1733458,1733471,102,15,13,10855,95,118,1650,1,0,70,1673,3965,10000,79,8667,100,0.5,20086,11139,11139,0,0,2914,7
588,596,1751958,1751967,55,10,9,6243,96,127,1650,1,0,70,7127,2361,8889,49,8000,100,1,17404,9031,9542,1111,1111,1773,7
469,492,3881283,3881300,155,28,17,17114,92,129,1650,1,0,70,5685,6036,7391,139,8214,100,0,21903,13617,12305,-2609,-2609,6438,7
1300,1308,3976070,3976080,57,11,10,6396,97,126,1650,1,0,70,4146,2875,8000,49,7273,100,1,17559,9031,10000,2000,2000,1852,7
823,830,176554,176567,74,12,13,6557,76,102,1652,1,0,100,9952,1868,5385,42,5833,100,1,18692,8451,11139,4615,4615,1965,7
1317,1327,222011,222032,145,16,21,13334,67,118,1650,1,0,100,3915,3095,4762,61,6250,100,1,21614,10000,13222,5238,5238,3509,7
1067,1077,450677,450688,82,14,11,8485,90,116,1712,1,0,100,7418,2546,9091,58,7143,100,1,19138,10000,10414,909,909,2173,7
1386,1401,1299250,1299257,53,20,12,6554,113,141,1710,1,0,100,3614,4952,4667,88,7500,58.33,0,17243,11761,8451,-5333,-5333,2116,7
1162,1174,1895154,1895167,71,21,15,9944,131,151,1364,1,0,120,2786,5449,9231,88,5714,86.67,1,18513,10792,11139,769,769,2739,7
971,980,659476,659488,78,13,12,8448,89,129,1652,1,0,80,8136,2778,7500,55,6923,100,1,18921,9542,10792,2500,2500,2150,7
1568,1578,698409,698420,89,12,11,8193,78,103,1652,1,0,80,896,1909,9091,60,8333,100,1,19494,10000,10414,909,909,2173,7
762,774,1519328,1519344,149,16,16,16217,95,125,1656,1,0,80,9203,2240,7500,72,7500,100,1,21732,10792,12041,2500,2500,3241,7
21,74,5367324,5367377,784,66,54,82565,67,133,1648,1,0,80,255,7209,10000,322,8030,98.15,0.5,28943,17243,17243,0,0,10000,7
1163,1171,2016193,2016200,52,8,7,6293,104,142,1620,1,0,70,5543,714,8750,49,10000,100,0,17160,9031,8451,-1250,-1250,1622,7
331,347,2077064,2077074,88,17,11,10515,111,132,1692,1,0,70,3913,4500,6250,95,9412,90.91,0,19445,12041,10000,-3750,-3750,2792,7
462,472,10369596,10369620,150,17,24,17768,105,132,1360,0,1,40,6794,3750,4167,74,5882,100,1,21761,10000,13802,5833,5833,3977,7
788,800,10409376,10409388,110,13,12,12304,100,124,1360,0,1,40,8235,2361,10000,88,9231,100,0.5,20414,10792,10792,0,0,2583,7
472,478,10440356,10440367,42,10,12,4998,112,125,1360,0,1,40,6941,3636,5454,44,6000,91.67,1,16233,7782,10414,4545,4545,1715,7
853,861,10555505,10555515,66,8,10,7605,97,134,1360,0,1,40,7338,1750,8000,59,10000,100,1,18195,9031,10000,2000,2000,1852,7
860,866,10624922,10624934,49,9,13,5907,115,132,1360,0,1,40,7265,3194,5000,44,6667,92.31,1,16902,7782,10792,5000,5000,1773,7
727,739,587412,587452,289,35,40,30229,75,124,1374,0,1,40,9243,3979,3000,87,3429,100,1,24609,10792,16021,7000,7000,7659,7
513,534,620622,620684,657,53,62,73236,71,132,1374,0,1,40,7467,4954,3387,153,3962,100,1,28176,13222,17924,6613,6613,9987,7
995,1002,66318,66328,45,8,10,4552,93,118,1358,0,1,130,5243,3571,7000,52,8750,100,1,16532,8451,10000,3000,3000,1753,7
419,424,91039,91046,25,7,7,2576,99,110,1360,0,1,130,6162,2857,7143,37,7143,100,1,13979,6990,8451,2857,2857,1441,7
408,416,945792,945807,81,11,15,9462,107,125,1360,0,1,130,6000,3250,5333,59,7273,100,1,19085,9031,11761,4667,4667,2288,7
329,336,1319063,1319076,68,11,13,7451,97,124,1360,0,1,130,4838,2528,5385,52,6364,100,1,18325,8451,11139,4615,4615,1965,7
453,471,1395724,1395753,366,34,29,37407,80,132,1360,0,1,130,6662,2988,6207,132,5294,100,1,25635,12553,14624,3793,3793,8123,7
1223,1235,456228,456249,193,19,21,19028,66,125,1360,0,1,40,1838,2341,5714,88,6316,100,1,22856,10792,13222,4286,4286,4170,7
438,455,627768,627803,415,29,37,45783,82,127,1360,0,1,40,6441,3025,4857,125,5862,94.59,1,26181,12305,15441,5143,5143,8756,7
1075,1084,385913,385922,54,12,10,6634,114,133,1366,0,1,185,4129,3333,10000,66,7500,90,0.5,17324,9542,9542,0,0,1862,7
1073,1078,372724,372744,73,15,20,8836,110,134,1356,0,1,175,4100,2700,2500,37,3333,100,1,18633,6990,13010,7500,7500,2061,7
296,310,1731318,1731347,224,34,30,26255,108,127,1690,0,1,70,3503,4483,4828,83,4118,96.67,1,23503,11461,14624,5172,5172,6663,7
890,944,2008592,2008620,345,86,56,45673,123,143,1694,0,1,70,8855,7718,5185,319,6279,50,0,25378,17324,14472,-4815,-4815,9997,7
893,907,3264755,3264786,263,31,31,28320,86,126,1690,0,1,70,9266,3940,4516,83,4516,100,1,24200,11461,14914,5484,5484,7065,7
899,907,3283148,3283163,68,12,15,7836,107,127,1692,0,1,70,9279,4333,5333,47,6667,100,1,18325,9031,11761,4667,4667,2288,7
1333,1347,1436808,1436820,121,17,12,11890,67,125,1356,0,1,40,133,2798,8571,103,8235,100,0,20828,11461,10792,-1429,-1429,2901,7
340,352,573781,573792,103,14,11,11535,85,133,1694,1,0,80,4014,2197,9167,71,8571,100,0,20128,10792,10414,-833,-833,2432,7
899,906,844907,844932,139,14,25,16593,108,133,1356,0,1,40,6637,2057,2800,52,5000,100,1,21430,8451,13979,7200,7200,2998,7
633,641,341132,341158,139,13,26,10685,61,94,1362,1,0,200,9295,3317,3077,59,6154,100,1,21430,9031,14150,6923,6923,3479,7
1277,1290,396403,396420,161,17,17,11803,41,95,1364,1,0,200,1085,2715,7647,95,7647,100,1,22068,11139,12305,2353,2353,3678,7
1013,1032,3552722,3552733,168,19,11,15757,61,124,1360,1,0,200,4823,1962,5789,140,10000,100,0,22253,12787,10414,-4211,-4211,3494,7
1043,1106,4163671,4163699,980,80,46,92750,24,133,1356,1,0,200,3687,4444,4444,465,7875,60.87,0,29912,17993,14472,-5556,-5556,9999,7
589,601,4201928,4201948,150,19,20,15635,81,126,1356,1,0,200,8687,3750,6000,88,6316,100,1,21761,10792,13010,4000,4000,3977,7
772,1006,4313950,4314267,19818,905,583,1966409,46,135,1358,1,0,200,5184,7328,7382,1723,2586,54.37,1,42971,23692,25011,2618,2618,10000,7
630,649,5015327,5015357,249,32,31,17250,49,87,1356,1,0,200,9292,5632,6333,140,5938,96.77,1,23962,12787,14771,3667,3667,8563,7
483,512,5060301,5060316,206,41,21,25181,104,143,1632,1,0,200,5919,5264,5172,178,7073,71.43,0,23139,14624,11761,-4828,-4828,7079,7
705,727,5071808,5071831,282,38,27,30746,77,126,1356,1,0,200,9277,4427,9565,162,5789,85.18,1,24502,13424,13617,435,435,7955,7
317,337,5082496,5082524,206,27,28,22484,95,127,1614,1,0,200,3928,6321,7143,124,7407,100,1,23139,13010,14472,2857,2857,8479,7
847,852,1689271,1689336,250,16,65,28818,106,125,1353,0,1,70,7406,2308,769,37,3125,100,1,23979,6990,18129,9231,9231,5378,7
23,32,1748216,1748249,170,28,33,16182,84,109,1333,0,1,40,345,4276,2727,68,3214,100,1,22304,9542,15185,7273,7273,4913,7
413,426,2727673,2727684,71,13,11,7264,84,118,1623,1,0,100,5089,5035,8461,80,10000,100,0,18513,11139,10414,-1539,-1539,2570,7
484,555,1466087,1466141,1241,183,102,22191,0,37,1650,1,0,69,5867,6763,7606,430,3880,52.94,0,30938,18513,17324,-2394,-2394,10000,7
233,259,1482749,1482753,60,26,4,7043,111,127,1654,1,0,69,2817,4231,1539,157,10000,100,0,17781,14150,6021,-8461,-8461,2105,7
99,110,1552116,1552126,65,15,11,7193,102,124,1648,1,0,69,1201,4091,9091,67,7333,90.91,0,18129,10414,10000,-909,-909,2173,7
535,578,149538,149552,265,74,46,32153,114,134,1692,0,1,70,6324,5598,3256,254,5811,30.43,0,24232,16335,11461,-6744,-6744,8806,7
61,99,4757479,4757628,1970,210,181,29002,0,39,1346,1,0,100,906,6521,2550,282,1810,82.32,1,32945,15798,21732,7450,7450,10000,7
1066,1081,9670837,9670878,235,43,45,27135,106,127,1362,0,1,40,4126,6179,3659,110,3488,91.11,1,23711,11761,16128,6342,6342,8894,7
153,163,28527,28542,91,16,16,9860,103,118,1364,0,1,40,2243,3933,6667,73,6250,93.75,1,19590,10000,11761,3333,3333,2660,7
33,96,60056,60340,3042,198,284,262543,70,103,1360,0,1,200,485,8300,2218,463,3182,100,1,34832,17993,24533,7782,7782,10000,7
56,90,173070,173236,2691,204,209,275133,89,124,1356,0,1,200,826,5232,2048,251,1667,79.43,1,34299,15315,22201,7952,7952,10000,7
51,76,185988,186088,1126,88,115,118631,93,119,1360,0,1,200,750,5496,2500,184,2841,86.96,1,30515,13979,20000,7500,7500,10000,7
50,61,259240,259248,51,15,13,6335,117,134,1358,0,1,200,736,4205,7273,81,7333,61.54,0,17076,10414,9031,-2727,-2727,1934,7
73,87,272159,272168,69,19,13,8813,118,141,1358,0,1,200,1075,4524,6429,103,7368,69.23,0,18389,11461,9542,-3571,-3571,2359,7
49,82,313092,313218,2822,102,127,275539,79,124,1360,0,1,200,721,3213,2619,243,3235,99.21,1,34506,15185,21004,7381,7381,10000,7
45,62,323844,323852,62,24,14,7716,117,134,1360,0,1,200,662,5441,4706,125,7083,57.14,0,17924,12305,9031,-5294,-5294,2482,7
98,168,395521,395722,8035,189,214,782154,80,134,1360,0,1,200,1441,4289,3483,515,3704,93.92,1,39050,18451,23032,6517,6517,10000,7
88,106,462995,463001,64,21,9,6613,94,119,1360,0,1,200,1294,4074,3333,132,8571,66.67,0,18062,12553,7782,-6667,-6667,2150,7
38,64,506976,507152,1760,174,180,178588,87,124,1360,0,1,200,559,6154,1477,191,1494,97.78,1,32455,14150,22455,8523,8523,10000,7
19,28,39680,39849,1170,99,174,67967,29,93,1362,0,1,200,279,2308,532,66,909,97.13,1,30682,9542,22279,9467,9467,9997,7
72,145,98042,98192,6156,233,211,543449,69,109,1362,0,1,200,1057,4378,4867,536,3133,71.09,1,37893,18633,21761,5133,5133,10000,7
206,220,138169,138184,104,29,18,11981,108,125,1362,0,1,200,3025,5048,9333,103,4828,83.33,1,20170,11461,11761,667,667,3509,7
1051,1063,168407,168485,414,57,78,36600,78,101,1360,0,1,200,4368,5577,1539,88,2105,100,1,26170,10792,18921,8461,8461,9856,7
519,528,14524,14551,160,22,29,12173,70,86,1394,0,1,220,7446,3416,3333,65,4091,93.1,1,22041,9542,14314,6667,6667,4025,7
285,307,36092,36167,938,102,112,80754,75,95,1392,0,1,220,4095,4315,2933,158,2157,66.96,1,29722,13424,18751,7067,7067,9999,7
871,883,81644,81706,407,42,63,38223,84,108,1394,0,1,220,7331,4530,1936,86,2857,98.41,1,26096,10792,17924,8065,8065,9500,7
545,559,86815,86886,500,83,76,49038,86,110,1392,0,1,220,7831,4970,1972,101,1687,93.42,1,26990,11461,18513,8028,8028,9902,7
203,220,105382,105408,188,43,36,17560,86,101,1392,0,1,220,2917,5747,6539,122,3954,72.22,1,22742,12305,14150,3462,3462,7174,7
114,134,115356,115418,532,75,73,54451,94,111,1392,0,1,220,1638,5710,3226,144,2667,84.93,1,27259,13010,17924,6774,6774,9981,7
208,228,134103,134190,952,79,90,83708,77,103,1394,0,1,220,2984,4529,2299,143,2532,96.67,1,29786,13010,19395,7701,7701,9999,7
127,147,152117,152274,1499,168,174,156200,90,119,1392,0,1,220,1825,5226,1274,144,1191,90.23,1,31758,13010,21959,8726,8726,10000,7
520,546,186833,186914,1006,120,96,116653,104,127,1392,0,1,220,7471,5223,3210,187,2167,84.38,1,30026,14150,19085,6790,6790,10000,7
441,462,214705,214812,1275,96,112,125462,84,117,1394,0,1,220,6327,4326,1963,151,2188,95.54,1,31055,13222,20294,8037,8037,10000,7
145,171,233467,233671,1994,214,220,236010,104,135,1394,0,1,220,2080,6241,1275,187,1215,92.73,1,32997,14150,23096,8726,8726,10000,7
113,155,263975,264160,3297,367,270,414252,113,143,1394,0,1,220,1621,5757,2270,301,1144,68.52,1,35181,16233,22672,7730,7730,10000,7
113,153,310621,310797,2281,365,268,287273,113,143,1394,0,1,220,1621,6760,2273,287,1096,65.67,1,33581,16021,22455,7727,7727,10000,7
833,856,937709,937842,1058,142,151,132331,112,143,1396,0,1,220,7736,6541,1729,165,1620,88.08,1,30245,13617,21239,8271,8271,10000,7
1361,1380,183725,183734,103,28,13,10477,95,111,1690,0,1,70,3669,3977,4737,112,6786,69.23,0,20128,12787,9542,-5263,-5263,2942,7
1267,1303,214065,214075,160,40,18,20199,117,140,1690,0,1,70,4580,5556,2778,213,9000,55.56,0,22041,15563,10000,-7222,-7222,5951,7
767,784,45270,45288,182,22,18,14763,72,93,1630,0,1,140,9411,4052,9444,104,7727,100,1,22601,12305,12553,556,556,5063,7
1303,1315,9708110,9708157,347,43,51,37960,95,127,1362,0,1,40,690,3848,2553,88,2791,92.16,1,25403,10792,16721,7447,7447,8513,7
492,506,169603,169617,110,21,16,20245,178,197,1387,0,1,40,7094,4388,10000,101,6667,87.5,0.5,20414,11461,11461,0,0,3300,7
539,561,247445,247463,145,61,35,19450,128,143,1387,0,1,40,7772,6338,8182,159,3607,51.43,0,21614,13424,12553,-1818,-1818,6514,7
158,177,587778,587795,146,38,22,19116,124,140,1387,0,1,40,2278,5480,8947,137,5000,77.27,0,21644,12787,12305,-1053,-1053,5345,7
1362,1378,821437,821450,140,18,20,16070,103,126,1387,0,1,40,130,3269,8125,115,8889,65,0,21461,12041,11139,-1875,-1875,3479,7
1368,1378,929571,929600,205,14,34,21556,92,119,1387,0,1,40,130,2931,3448,72,7143,85.29,1,23117,10000,14624,6552,6552,4796,7
1358,1378,956972,956991,226,23,27,23587,86,119,1387,0,1,40,130,4053,9500,144,8696,70.37,0,23541,13010,12787,-500,-500,6268,7
1370,1379,980597,980617,113,13,20,11635,94,116,1387,0,1,40,115,3722,4500,65,6923,100,1,20531,9542,13010,5500,5500,3068,7
15,31,991553,991569,151,21,18,16849,104,119,1387,0,1,40,216,4102,10000,115,7619,88.89,0.5,21790,12041,12041,0,0,4235,7
15,32,1003575,1003594,132,18,20,14926,105,124,1387,0,1,40,216,5913,8947,123,9444,95,1,21206,12305,12787,1053,1053,5345,7
13,28,1024413,1024437,230,17,24,26034,93,127,1387,0,1,40,188,3611,6250,108,8824,100,1,23617,11761,13802,3750,3750,5951,7
1374,1382,1036577,1036598,110,9,21,11570,93,118,1387,0,1,40,72,3452,3810,58,8889,100,1,20414,9031,13222,6191,6191,2901,7
20,31,1048964,1048986,158,18,22,17923,106,125,1373,0,1,40,291,3471,5000,80,6111,100,1,21987,10414,13424,5000,5000,4009,7
15,29,1059907,1059929,166,17,22,18656,104,119,1373,0,1,40,218,4610,6364,102,8235,100,1,22201,11461,13424,3636,3636,5096,7
1365,1382,1074472,1074485,133,18,14,14132,77,119,1387,0,1,40,72,3982,7647,123,9444,92.86,0,21239,12305,11139,-2353,-2353,3678,7
15,29,1084661,1084680,128,17,21,14278,104,119,1373,0,1,40,218,5188,7368,102,8235,90.48,1,21072,11461,12787,2632,2632,4399,7
5,21,1108621,1108641,217,18,23,22124,53,125,1373,0,1,40,73,3219,8000,116,8889,86.96,1,23365,12041,13010,2000,2000,5296,7
13,25,1122694,1122712,127,15,19,14830,111,127,1373,0,1,40,189,4120,6667,87,8000,94.74,1,21038,10792,12553,3333,3333,3601,7
9,19,1132780,1132795,117,11,15,12317,86,124,1373,0,1,40,131,2200,6667,73,9091,100,1,20682,10000,11761,3333,3333,2660,7
19,33,1143416,1143429,114,16,15,13193,110,125,1373,0,1,40,277,3736,9286,102,8750,86.67,0,20569,11461,11139,-714,-714,3097,7
9,20,1214727,1214748,140,13,23,14835,82,124,1373,0,1,40,131,3939,5238,80,8461,91.3,1,21461,10414,13222,4762,4762,3834,7
10,22,1269420,1269438,141,12,19,15646,105,124,1373,0,1,40,146,3472,6667,87,10000,94.74,1,21492,10792,12553,3333,3333,3601,7
5,17,1302051,1302067,130,13,17,12480,61,119,1373,0,1,40,73,3229,7500,87,9231,94.12,1,21139,10792,12041,2500,2500,3241,7
9,14,1672180,1672222,128,12,42,11931,75,118,1373,0,1,40,131,3905,1191,36,4167,100,1,21072,6990,16233,8809,8809,3509,7
798,825,1519629,1519634,65,28,8,8344,118,143,1648,1,0,69,9685,5185,1852,164,9643,62.5,0,18129,14314,6990,-8148,-8148,2469,7
1566,1577,2613123,2613138,106,19,15,8602,63,95,1654,1,0,100,931,3576,7333,66,5789,100,1,20253,10414,11761,2667,2667,2860,7
481,503,1342944,1342971,243,43,34,27326,104,126,1602,0,1,40,6005,5909,8148,137,5116,79.41,1,23856,13424,14314,1852,1852,8749,7
1207,1229,1438781,1438802,294,69,41,35659,116,128,1602,0,1,40,4657,3636,9546,137,3188,51.22,0,24683,13424,13222,-454,-454,7436,7
540,563,1469856,1469884,373,61,42,42582,107,127,1604,0,1,40,6733,4208,8214,143,3771,66.67,1,25717,13617,14472,1786,1786,9071,7
1251,1276,2371628,2371646,203,40,31,26321,121,141,1600,0,1,40,4050,5489,7200,156,6250,58.06,0,23075,13979,12553,-2800,-2800,7281,7
1235,1258,2401744,2401760,152,36,23,19464,121,140,1600,0,1,40,4275,5870,6956,144,6389,69.56,0,21818,13617,12041,-3043,-3043,6079,7
834,884,283101,283128,359,71,43,31349,73,116,1360,1,0,300,7000,7341,5400,368,7042,62.79,0,25551,16990,14314,-4600,-4600,9991,7
911,920,344819,344829,54,12,11,4761,79,102,1358,1,0,300,6451,4000,9000,66,7500,90.91,1,17324,9542,10000,1000,1000,1954,7
1155,1187,2574964,2574980,162,37,34,18471,104,127,1623,1,0,100,5373,6836,5000,197,8649,47.06,0,22095,15051,12041,-5000,-5000,8019,7
325,361,58567,58747,2059,134,200,374117,169,199,1387,0,1,40,4686,6823,2000,260,2687,90,1,33137,15563,22553,8000,8000,10000,7
605,736,2066548,2066684,1981,219,206,230693,104,127,1387,0,1,40,8724,8888,9632,944,5982,66.02,1,32969,21173,21335,368,368,10000,7
104,116,2312016,2312026,67,15,16,7882,107,127,1354,1,0,70,1536,4417,8333,89,8000,62.5,0,18261,10792,10000,-1667,-1667,2288,7
54,75,2344077,2344153,838,67,80,85442,90,119,1358,1,0,70,795,4749,2763,155,3134,95,1,29232,13222,18808,7237,7237,9998,7
151,161,2368336,2368345,59,11,9,5637,86,103,1356,1,0,70,2227,3444,9000,74,9091,100,0,17708,10000,9542,-1000,-1000,1954,7
71,95,2394841,2394907,624,72,67,61079,85,118,1356,1,0,70,1047,6061,3636,177,3333,98.51,1,27952,13802,18195,6364,6364,9998,7
118,135,2473221,2473233,80,23,13,10030,113,140,1358,1,0,70,1738,6078,7059,125,7391,92.31,0,19031,12305,10792,-2941,-2941,3419,7
83,92,2519944,2519955,55,13,12,6782,114,135,1354,1,0,70,1226,4444,8182,66,6923,91.67,1,17404,9542,10414,1818,1818,2051,7
74,80,2615295,2615309,62,13,14,6764,97,126,1358,1,0,70,1090,2619,4286,44,4615,100,1,17924,7782,11461,5714,5714,1892,7
97,107,2770166,2770177,70,19,14,8127,104,127,1356,1,0,70,1431,3636,9091,74,5263,78.57,1,18451,10000,10414,909,909,2173,7
92,115,2797518,2797525,77,25,10,6702,76,101,1354,1,0,70,1359,5217,3043,170,9200,70,0,18865,13617,8451,-6956,-6956,2806,7
458,519,2871825,2871852,543,81,46,58157,93,119,1350,1,0,70,6785,6703,4426,452,7531,58.7,0,27348,17853,14314,-5574,-5574,9999,7
79,86,2887095,2887114,86,17,19,9690,102,123,1350,1,0,70,1170,3534,3684,52,4118,100,1,19345,8451,12787,6316,6316,2445,7
541,573,2978904,2978933,529,47,32,58088,91,133,1354,1,0,70,7991,4300,9063,236,6809,90.63,0,27235,15051,14624,-938,-938,9848,7
78,94,1523381,1523431,463,69,54,60518,118,141,1360,0,1,130,1147,4212,3200,118,2319,92.59,1,26656,12041,16990,6800,6800,9650,7
