Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4
63612,984282,400931466.8,204347808.4,196200522,860362486,64581,284593242.9,815663948,984995587,825106158,709830149,6302765,987026,503858841,988573676
20420,524932,183601165,141886215.5,129400283.4,634654708,20684,161243764.2,790186518,987236511,931235461,878228437,8991242,3299358,771285188,998045220
20464,528408,191249312,136368462.4,140244532.1,701123073,20772,161417390.8,747406866,985172347,921004226,844015537,9345647,2925438,712362227,999049071
20548,524736,183965251.5,142672387.8,128942435.4,631298586,20825,161748342.1,759686483,986698679,937772948,879233120,8952952,3300366,773050880,996790631
20711,525413,186079149.4,142081679.7,130966321.4,645742704,20988,162388620.9,793524904,986801982,942777707,872685744,8984556,3214459,761580408,997413845
20786,534717,200927240.9,132143553.1,152052246.4,753307314,21057,162682381.3,789411720,987130170,913551013,809658166,9666470,2562444,655546345,996772944
20942,530683,191176525.3,139586402.2,136959275.6,683293252,21191,163291710,742360865,988249729,934453442,854141008,9128857,2997191,729556861,999195792
21101,533701,185381921.4,146032257.8,126945870.9,616011296,21462,163910425.6,746356819,983179573,930929662,884176970,8785457,3312081,781768915,992423358
21314,537215,193960996.5,140081443.9,138463019.1,691669153,21587,164735629.6,762085240,987353500,928065363,849323486,9100169,2920934,721350383,998803519
21348,530825,191994494.4,141859536.6,135341267.2,673844773,21590,164866970,725974291,988791107,952060005,858706759,8993559,3016413,737377298,997975778
21397,535436,192530297.3,141652186.9,135917631.4,677264398,21731,165056070.9,772650128,984630252,937880736,857299205,8998004,2998166,734961927,998942844
21405,534918,191202913.4,143021556.9,133688177.8,663688248,21737,165086923.9,724414512,984726503,940049390,863412178,8932629,3062187,745480590,996619417
21479,543924,198629807,137886809.4,144052798.1,719791885,21762,165372041.7,736692276,986995681,912320593,832564076,9247628,2740822,693162940,998520610
21558,539466,197252119.7,139416626.7,141483927.9,707419363,21808,165675882.7,728926458,988536317,930872445,839919403,9149834,2808946,705464604,998119032
21570,538454,196537279.8,139877302.5,140506913,702474661,21820,165721987,812459980,988542621,934894907,843208918,9111603,2841288,711001279,999005949
21602,558343,208523230.4,132187520.7,157748045.5,773396760,21932,165844869.2,745282042,984953493,870766423,795330424,9652959,2382487,632550483,997836024
21636,545616,191648916.7,143948304,133137321.8,660183685,21993,165975331.9,761187729,983767562,913298285,866038456,8857872,3073674,750022607,998560012
21666,531318,187168634.8,147630949.3,126781434.2,614702534,21877,166090360.9,810913991,990355168,964449616,887383514,8638818,3304300,787449501,998339771
21706,546187,199323389.9,138867330.1,143535120.8,717368823,22006,166243609.1,791034985,986367354,914338368,834039644,9182871,2740975,695622127,998462060
21766,536869,188919160.4,147048073.6,128474420.5,627811941,22078,166473216.9,735959425,985868285,948968581,881187575,8679553,3228127,776491542,997593010
21830,543295,201347743.4,138535555.1,145340121,725671568,22029,166717783.3,731029402,990966453,929377563,828009197,9223442,2674320,685599230,996450751
21877,542194,202016155.1,138074029.9,146310030.4,729969108,22107,166897158.5,747165301,989596056,935164940,826157484,9234180,2653563,682536189,998618906
21961,551696,204776313.4,136709957.9,149788879,744514487,22267,167217264.8,780419332,986257691,906697265,816584995,9324544,2557484,666811053,998808802
22069,561523,208032872.8,135987844.3,152979020.9,756767270,22426,167627931.8,683801202,984080977,879543694,805776172,9426475,2451245,649275239,993254903
22144,557585,199122966.7,143129256.6,139121079.4,695218639,22445,167912526.3,720059832,986589441,895042737,843260469,8992186,2804736,711088218,989273605
22158,542436,198775124.9,142155495.3,139829364,698963474,22424,167965597.2,743656867,988137710,946331753,845003102,8970806,2821269,714030242,998423947
22162,568070,219337390,129576206.9,169272889.9,806845832,22502,167980757.2,727601037,984890232,863008564,765855549,9897003,2100250,586534722,992844273
22190,564639,202981694.6,139945581.3,145043303.7,724333972,22701,168086839.2,773602008,977489978,874632120,828088658,9147440,2653302,685730826,994606645
22199,544793,193573102.9,146579168.3,132060445.7,653149472,22459,168120922.7,734093915,988423349,939896945,868513860,8719902,3060542,754316325,996153500
22205,564439,206906429.4,137691618,150267992,746417718,22532,168143641.2,725274366,985487307,875843707,812655468,9318011,2506853,660408910,992383207
22227,544406,197923301.7,143936916.4,137506976.5,686387682,22438,168226916.3,719786269,990596310,942420897,849960135,8904634,2866752,722432231,993394718
22298,539161,191954690.2,148097882.1,129613393.2,636198754,22505,168495386.8,736709948,990802044,963915214,877787287,8608606,3152606,770510522,998684832
22309,556965,198799960.3,144137486.1,137923843.2,688709073,22620,168536942.5,742544268,986251105,903720550,847771510,8911200,2839430,718716533,991281464
22333,545278,201037297.5,142038580.6,141537106.8,707684588,22596,168627574.1,799434422,988360772,943889116,838787510,9001804,2748636,703564486,995804819
22416,559918,213209801.5,133933207.1,159191141.6,778071554,22648,168940633.5,716624041,989756270,898502156,792368044,9511501,2312792,627847118,999476995
22428,550728,196343884.7,145873675.5,134598572.3,669346996,22696,168985847.1,811550152,988191752,929236150,860662645,8754409,2963046,740740188,997025718
22449,554779,202216249.9,141828979.9,142577525.5,712794626,22712,169064941.8,787960688,988420218,916572530,836060118,9007807,2714869,698996521,996611943
22455,561438,210226926.9,137798038,152561625.7,755218759,22837,169087533.5,758589237,983272759,895198438,804309590,9362143,2416841,646913917,986942389
22461,544584,192801303.2,148541136.5,129796572,637516899,22699,169110122.2,774730960,989514957,951720002,877121261,8583825,3134001,769341707,998579162
22687,553435,204690919.6,141240581.9,144923588.4,723791449,22989,169958776,721734428,986863282,930794253,830319080,9022388,2645339,689429774,999146368
22688,561892,207348232.5,139529537.1,148605260.8,739711911,22982,169962521.7,746463118,987207380,903026260,819696024,9139115,2545043,671901571,998481082
22705,552565,207416216.4,139859235.5,148303553.7,738464209,23033,170026185.8,736410223,985759562,934468410,819734295,9135266,2544447,671964314,996546957
22721,553600,201167186.5,144050967.6,139650007.2,698022458,23016,170086083.2,776706663,987182829,931633599,845496157,8853800,2790975,714863752,998307281
22726,550994,203892623.8,142389985.8,143193092.3,715748915,23071,170104796.8,790662074,985046162,940673971,834286173,8971778,2681134,696033418,996671775
22745,562893,196689945,147642086.4,133220783.9,660718670,23132,170175889.7,740638229,983269929,902078037,865198726,8647612,2989093,748568835,997249270
22748,554747,204266427.1,142132854.2,143715137.7,718215316,23002,170187112.2,791427478,988957482,928887586,833162427,8979533,2669023,694159630,997612468
22777,563861,204878906,141801558.8,144482830.6,721778845,23071,170295558.1,772049353,987256729,900248220,831201032,8994991,2648529,690895155,998224877
22838,563396,204507044.3,143183082.2,142829055.8,714007889,23169,170523443.3,779586960,985713669,904149849,833826746,8954683,2670135,695267042,993043352
22869,565655,207130852.9,141254642.9,146636491.8,731390883,23192,170639137.2,788368726,986072784,898160141,823822887,9057276,2573433,678684149,995198626
22931,559526,207806204,140849871.2,147537376,735251534,23207,170870290,806861365,988107037,920433282,822257886,9062239,2555333,676108031,997512047
22964,565797,216173374.6,135546313.4,159483035.1,778998376,23222,170993195.5,766488652,988889846,901438539,791000260,9413577,2273217,625681411,997855705
23009,553724,197599721.5,148451065.2,133107648.1,659993133,23288,171160651.7,731280193,988019581,943020021,866198851,8587932,2982214,750300449,998707282
23018,567483,209204808.4,140185536.9,149234231.3,742282075,23306,171194123.3,733150720,987642667,898197285,818308741,9088748,2513927,669629195,999315982
23018,578382,203760999.8,144297606.9,141208855.9,706041077,23465,171194123.3,781994225,980950352,864665065,840171198,8852246,2720849,705887642,996775863
23033,556421,203243299.2,144637561.8,140519030.2,702536834,23355,171249894.7,724171540,986212802,934874571,842585686,8824005,2743480,709950639,997615752
23065,556502,206123326.3,142808760.6,144335211.2,721099389,23341,171368813.1,805820494,988175314,935900898,831389713,8936628,2633735,691208855,997657761
23090,558141,209573213.3,140490151.3,149172886,742033220,23315,171461660.7,727060898,990349560,931420827,818146833,9076363,2508515,669364240,998509955
23163,556583,200666891.3,147553769.5,135995774.3,677723366,23387,171732488.4,799854967,990422029,939603869,855808785,8663251,2866604,732408676,996044850
23164,573619,218555791.3,135173094.8,161685867.8,785797988,23464,171736195.4,788534858,987214456,884659945,785777372,9435149,2218843,617446079,998323051
23179,559315,205182992.8,144020051.1,142468351.6,712265375,23473,171791790.9,735561056,987474971,931089923,837261356,8852107,2683309,701006579,998712518
23191,573695,202592623,146193932.9,138577996.3,692294290,23615,171836254.3,704422575,982045310,885456459,848186137,8735830,2789001,719419723,996957437
23226,571287,207355312.9,142775185.8,145232038.5,725185733,23524,171965873.6,790000000,987332086,894284292,829329479,8927724,2605127,687787384,998887639
23288,558113,207567738,143085693,145065333.6,724433616,23545,172195245.3,804588170,989084731,939502152,829585787,8913077,2604070,688212579,998357873
23305,554434,197241458.3,150933908.3,130680680.4,643764046,23586,172258084.3,787437492,988086153,952706792,873336091,8463482,3037068,762715928,996722365
23307,579979,228967500.9,129748193.5,176470665.7,823947311,23567,172265475.6,802140694,988967624,870706332,752357758,9823980,1941623,566042196,998898431
23307,559695,199893861.7,148644396.1,134477899.6,668606263,23654,172265475.6,728867624,985330177,934960764,861784720,8576559,2918018,742672903,998730920
23310,567128,216482635.9,137559066.2,157374313.4,772160360,23537,172276561.9,806853583,990355610,910730662,795798523,9287114,2297593,633295289,996644113
23325,556106,207171862.4,143453490,144417443.2,721478219,23498,172331983,779318410,992637671,947799237,831831027,8881966,2623188,691942857,999286183
23343,563168,206940961.3,143913802.8,143795075.4,718589870,23653,172398464.9,721554202,986893840,924891088,833080429,8865226,2634009,694023002,997970899
23369,567724,215861687.6,138117007.6,156288998.2,768507896,23658,172494449,791311120,987784259,911119800,799097102,9237096,2323344,638556178,997993054
23393,566451,208389639.4,143705307.9,145011790.1,724191329,23702,172583002.3,715119834,986963125,916159500,828174581,8908205,2584982,685873136,994596913
23459,556684,200293384.9,149229973.4,134217932.5,667000884,23690,172826289.9,757719638,990249050,951265795,862865691,8538019,2919508,744537200,999302436
23482,572860,207772674.2,144531019.8,143756457.6,718409026,23791,172910991.5,712547413,987011895,899182716,832212379,8848168,2618001,692577444,995624800
23485,582072,228928812.2,130736689.5,175106783.8,820894340,23796,172922036.5,775492009,986930577,871057875,755352875,9747874,1957443,570557966,999085704
23500,570486,209911634.4,143070924,146718584.3,731746479,23931,172977250.8,734834271,981989888,907376953,824047944,8932410,2540729,679055015,996299905
23510,558790,190282632.1,158449142.1,120090667.3,553718121,23901,173014050.6,808904487,983640852,946161434,909247726,8093689,3412363,826731428,992827288
23512,570132,210150650.4,143575662,146369271.4,730228022,23797,173021409.6,704184013,988023700,908968016,823320838,8938017,2533363,677857202,992174648
23521,559892,205847682.6,145721681.4,141260847.8,706302413,23770,173054521.3,768208244,989524611,942881515,840692104,8751655,2696608,706763213,998379706
23532,567875,209958889.5,143049317.5,146773779.3,731985132,23855,173094982.5,709864253,986459862,916987053,824423214,8922271,2542471,679673636,997582682
23553,577690,216308893.8,138957092.3,155665961.5,766368516,23850,173172200.4,695106835,987547170,886883135,800578272,9183921,2327143,640925569,997702950
23562,612084,246250451.6,122512653.5,201000014.8,867456864,23959,173205283.3,698257468,983430026,790314521,703370419,10451169,1577906,494729946,994407265
23573,563728,198214886.2,151630126.6,130722628,644055815,23848,173245709.3,792449659,988468635,932149363,874029759,8408556,3026956,763928020,998626783
23590,561266,199563129,150685635.9,132436730.2,655635504,23907,173308167.3,750270339,986740285,941023211,868437813,8459649,2968158,754184235,998816940
23616,566553,207134416.6,145682341,142182240.6,710870701,23931,173403647.9,711882800,986837157,924560036,837155170,8770936,2657355,700828779,996454061
23618,576368,211363843.9,142981589,147825916.2,736468931,23943,173410990.3,699419569,986426095,893415043,820438288,8949269,2501215,673118985,995044306
23644,564881,203374039.8,148588589.1,136870563.9,682787215,23947,173506414.3,733374690,987347058,931144066,853139439,8601507,2810829,727846903,996208160
23662,575093,207947016.9,145125331.7,143287884,716199395,24014,173572446.3,717813372,985341884,899052703,834695534,8788227,2631439,696716634,998310522
23684,571022,207233730,145823467.8,142112743,710530241,23967,173653118,768162948,988192097,912765538,837957788,8749946,2661177,702173254,997877672
23687,659999,217139406.4,139662595.9,155474273.5,765703905,24419,173664115.7,785039605,970023342,683334533,799781664,9167029,2313631,639650710,994492294
23687,573605,213465026.2,141447746.1,150914406.3,748949338,23983,173664115.7,737223778,987657924,904678079,813548331,9011906,2435173,661860886,998843427
23689,575638,205967800.3,146747501.5,140355234.8,701694572,24018,173671447.2,765272169,986301940,898375047,843197077,8694660,2711120,710981311,997899489
23692,563739,197044165.9,153509653.6,128359462.3,626946688,24015,173682443.8,749225223,986550073,936818431,881439159,8316907,3096784,776934991,997269576
23727,559503,189799384.9,159371770.4,119092223.5,543073151,24021,173810686.3,803760163,987760709,952462433,915760008,7999300,3470231,838616393,998726908
23740,566508,205081528.4,147488451.7,139049211,694834318,24021,173858295.1,745228528,988301903,929562262,847752094,8638649,2752334,718683613,999323894
23757,567677,213901903.8,141617666.2,151041822.3,749443519,24029,173920533.2,728652926,988680345,926400678,813085485,9003742,2427435,661108006,998549580
23761,564393,210069227.6,144221082.3,145657780.5,727091340,24043,173935174.2,725371676,988271014,937370628,827989783,8840925,2563170,685567081,998581794
23781,568264,209040067.5,145202216.9,143964790.5,719382371,24101,174008360.8,718698057,986722543,925421721,832416306,8790214,2603404,692916906,997556373
23794,562795,197880864.9,153622558.4,128809770.5,630316064,24105,174055915.5,771405414,987098112,944010577,879599529,8316419,3070832,773695331,996595180
23797,570158,204581107.2,148752382.9,137531314.2,686524007,24089,174066887.9,705891077,987878285,919902141,850845370,8596928,2779237,723937843,995641230
23811,571519,198335175.1,153293915.1,129382288.2,634523805,24175,174118082.9,751538680,984943123,916064710,877898148,8329561,3051957,770705158,997155969
23878,582760,223935677.2,136140637.1,164488489.3,793978930,24162,174362879.8,705468727,988246006,883544327,778629301,9378326,2126317,606263588,997233817
23913,579246,215588666.4,141486638.5,152373869.8,754516998,24269,174490622.2,737236404,985331081,895607746,809368253,9015542,2386472,655076969,998166127
23923,577153,211018476.8,144846381.7,145684327.3,727209445,24305,174527102.8,711655164,984283069,902492475,827070243,8820736,2545975,684045186,996546628
23937,579371,224318893.7,136195164.6,164704007.1,794587413,24243,174578163,710381054,987377800,896119809,778258844,9371220,2120665,605686829,997590478
23940,658923,222798445.8,137928540.1,161531794.4,785333312,24923,174589102.5,701476793,960558520,692890610,783619032,9306535,2164650,614058787,991900178
23941,569420,214435869.4,142235810.5,150760816.6,748351540,24224,174592748.8,752293866,988317371,927869110,814195635,8956847,2428007,662914532,999415362
23947,577697,221971135.4,138096347.9,160736427,782908782,24185,174614625.3,784633028,990159190,901697268,786654648,9269267,2189584,618825535,994678054
23971,580590,217290655.2,141105725.3,153991381.1,760458107,24255,174702104,784776559,988291074,893628299,804001920,9064731,2336485,646419087,995429680
23980,575605,204749520.3,149430765.4,137019655.7,683636902,24289,174734897.2,760835078,987278192,909515128,853408090,8538345,2793705,728305369,997921509
23992,563407,201021699,152151411.1,132119510.1,653541731,24263,174778611.8,793176408,988830730,949799288,869451471,8378697,2953504,755945860,998751967
24046,573722,209412024.5,146691413.4,142756838.8,713660415,24361,174975192.8,708694371,987069496,918014835,835554659,8708809,2618412,698151589,996659138
24047,571966,210987418.2,145935850.4,144575453.9,722203779,24356,174978831.1,762017936,987313188,923698718,829333012,8773960,2560302,687793245,994380207
24053,591446,232572052.9,132298336,175793634.2,822442113,24326,175000659.3,659492213,988777440,864069981,752457817,9669149,1912039,566192767,995330842
24056,568914,200985274.3,152607873.7,131700461.8,650742163,24406,175011572.4,779874214,985659264,933985291,870768135,8354892,2962993,758237144,998601821
24070,561190,197775966.4,155389835,127277287,618625326,24320,175062491.2,781645775,989720395,960430862,885155535,8216700,3111398,783500320,997217952
24070,561763,204429344.6,150082095,136211681.1,678985775,24330,175062491.2,743268281,989313605,958472576,856347173,8493118,2817386,733330480,998881775
24073,576656,210934433.4,145714377,144758834.2,723041948,24462,175073400.5,711061882,984097784,909717291,829989669,8762283,2565002,688882850,997218783
24098,571720,198473591.6,154950946.4,128088015,624889550,24466,175164284.5,739202454,984958718,926454498,882557136,8236102,3082285,778907098,997686640
24114,636257,194967895.8,158206105.5,123236644.5,584426076,24792,175222425.5,720143348,972652469,748538209,898724504,8085257,3253718,807705734,995389444
24139,575109,215077490.1,143132148.6,150264977,746405814,24459,175313232.2,763505820,986916881,917125588,815116599,8909959,2426244,664415069,998383151
24140,572639,211239024.8,145816979.3,144865862.5,723529221,24392,175316863.4,705270539,989668744,925092765,829945431,8750581,2561031,688809418,997849705
24171,569727,207681714.5,148381713.1,139964494.4,699669231,24478,175429396.2,728612769,987458126,935773795,844703139,8592185,2698360,713523393,998679409
24173,581924,221072461.2,139500777.9,158473998.9,775767912,24479,175436653.9,751087497,987499489,897031881,793570818,9145429,2237312,629754643,997997366
24186,573868,213731220,144573813.6,147835361.5,736508628,24512,175483821.6,803628389,986700392,922889906,821049080,8836981,2477195,674121592,996590092
24188,567651,205585000,150987867.6,136159946.7,678684044,24574,175491077,734706275,984292341,943293864,853618099,8499463,2783721,728663860,992148323
24190,572586,205650138.6,150613145.3,136541958.7,680900851,24510,175498332.1,779266800,986944104,927180485,853383000,8501453,2781306,728262544,994383942
24192,577564,212468123.6,145446570,146079844.7,728959209,24463,175505587,776280323,988922046,911342045,826032555,8782578,2522263,682329782,996746286
24194,576961,211554177.7,145852652.6,145046506.8,724348464,24488,175512841.5,763892397,987994120,913323484,829635432,8744076,2555306,688294949,998347781
24209,579416,220097623.1,140704145.1,156425827.3,768973529,24517,175567241.1,821535225,987437288,906161794,797678951,9091562,2270549,636291709,995324570
24211,574946,218046713.4,141635180,153949543.8,760307370,24500,175574493.1,730853986,988204082,920382766,805215040,9006101,2335415,648371261,998164598
24212,565792,206260683.3,149780155.6,137708952.4,687516030,24489,175578119,728136653,988688799,950444856,851243757,8518944,2759188,724615934,997861011
24235,573373,210677367.7,146845431.4,143468792.8,717055872,24491,175661493.7,772405660,989547181,926357051,833793851,8693104,2591728,695212186,997412530
24256,573980,212176804.5,145921687,145404572.1,725960608,24494,175737583.9,708121679,990283335,925199796,828260112,8747395,2539367,686014813,997496904
24257,574672,204587117.2,151703140.7,134860172.5,670943180,24688,175741206.4,721934524,982542126,923011002,859004266,8434148,2832711,737888329,995117473
24258,570620,207740615.6,148994567.4,139428315.6,696852538,24558,175744828.9,743198529,987784022,936204829,845982036,8563798,2705769,715685605,997868383
24277,582828,220265255.2,141905983.1,155219146.1,764814616,24743,175813641.2,686760962,981166390,898098698,798190532,9073001,2271732,637108125,988913791
24307,574450,216892657.9,143174278.8,151488563.3,751163817,24647,175922237.4,721361586,986205218,925628584,811102778,8923053,2382302,657887717,996624650
24310,573919,211357409.2,146676213.3,144097945,720001581,24576,175933093.3,736555067,989176432,927456646,832396148,8694258,2574735,692883348,998430665
24331,580643,212923809.4,145643678,146195023.5,729465307,24677,176009066.1,724136905,985978847,906883360,826629331,8751133,2520503,683316051,998974062
24338,573554,210022297.4,148029513.5,141878664.9,709378632,24623,176034383.1,755510027,988425456,929707052,838169972,8629398,2627173,702528902,996738627
24343,572561,208593682,148932975.2,140058762.4,700159943,24630,176052464.4,776243622,988347544,933126316,843997109,8568939,2682073,712331119,997682150
24363,572785,212341630.5,146404496.6,145037642.6,724308356,24612,176124771.2,790852431,989882984,933162669,829440608,8715742,2544634,687971723,997817968
24370,570256,209972783.2,148080925,141795969.4,708969976,24649,176150071.5,737948159,988681082,941728397,838918592,8616035,2632489,703784403,997937917
24374,581041,214862857.5,144924985.3,148257981.3,738274899,24661,176164527.3,717494333,988362191,907241930,819892881,8815248,2457213,672224336,996626230
24375,577745,206656172.5,151374299.4,136519986.1,680774044,24670,176168141,804455446,988042156,917660624,852469775,8478202,2761846,726704718,992097180
24378,570738,202900998.4,153590306.3,132105341.4,653447703,24726,176178981.8,717654332,985925746,940447072,868300221,8323119,2918405,753945274,996001978
24388,589598,229504380.6,135536405.6,169330431.6,806992782,24631,176215112.9,759277709,990134384,881605005,767807187,9410545,2017452,589527877,998250098
24389,710064,222900080.9,140015248.8,159197003.8,778090229,25462,176218725.6,741014189,957858770,607867422,790572730,9139369,2202233,625005242,994989619
24417,606972,237334604.4,131433058.6,180574512.2,832657696,24738,176319851.3,755523238,987024012,832846285,742916743,9720056,1826456,551925287,996636394
24424,592212,230785045.4,135124589.4,170794262.1,810672577,24700,176345123.7,736727799,988825911,875129349,764109838,9449109,1986981,583863844,997205945
24425,579590,216610006.1,143950641.3,150475193.5,747233693,24744,176348733.7,803877041,987107986,913697989,814130136,8868373,2403250,662807879,997361438
24427,583658,215173434.7,145592222.5,147791847,736325663,24734,176355953.6,803942865,987587936,901079504,819599101,8808836,2451908,671742686,992780922
24439,580285,213524850,146086280,146163520.6,729327036,24796,176399266.5,756438034,985602517,912033113,826129917,8737053,2510372,682490639,997552346
24442,583818,212670358.7,146827899.7,144843288.8,723426566,24761,176410093.1,759445687,987116837,901138702,829500144,8701021,2541065,688070488,996623924
24446,613093,234982560.3,132640218.6,177157850.6,825454711,24874,176424527.5,692913832,982793278,817268869,750798388,9612311,1884087,563698220,998635650
24458,570635,209014197,149311155.7,139985653.4,699779490,24712,176467823.7,783910256,989721593,943873935,844286303,8545842,2678512,712819362,997844841
24464,577656,216823564.9,144018831.5,150552231.8,747535990,24752,176489467.7,758856008,988364577,921295086,813977336,8862965,2399982,662559103,997497517
24469,578395,217572672.9,143446059.3,151675601.3,751878388,24762,176507502.4,706665511,988167353,919130177,811257683,8891768,2375763,658139028,998236327
24479,584661,219812534,142304524.2,154466300.6,762158560,24836,176543566.3,758662369,985625705,899902143,803155139,8979637,2304816,645058178,996397503
24482,593198,230138582,135776032.9,169498678.9,807421440,24743,176554384.1,689828121,989451562,874293806,767165516,9400318,2008531,588542929,997572490
24491,575664,215503658.8,145278546.2,148338253.9,738608206,24841,176586833.3,762959502,985910390,928705976,819414549,8799300,2447048,671440202,996002672
24502,571304,207868493.8,150662721.3,137969427.4,688961168,24727,176626485.3,785698252,990900635,943358724,849703012,8483736,2727944,721995209,996132655
24524,585082,211996437.4,147764540.8,143469086.8,717057261,24839,176705762.8,794428247,987318330,900259467,833531756,8644448,2573983,694775189,996787619
24541,578864,206477283.3,151873212.4,135953720.9,677476505,24910,176766998.2,727464058,985186672,920341566,856108698,8413564,2787889,732922103,996434871
24545,584164,221968546.4,141122337.4,157288031.5,771873382,24783,176781403.5,783759619,990396643,903864484,796425468,9043330,2244340,634293526,997667801
24545,598067,212248112.9,148134387.6,143280784.7,716165698,24982,176781403.5,761699355,982507405,862329456,832899766,8647305,2567033,693722020,993970353
24547,581808,215715087.4,145227699.2,148535774.2,739425411,24870,176788605.7,744864209,987012465,911273853,819546782,8787839,2445439,671656928,997650818
24567,583214,220859881.9,141918957.9,155623945.6,766223100,24838,176860611.5,759811957,989089299,907624287,800781971,8990104,2280351,641251765,997941297
24568,574445,211314700.5,148667184.4,142139438,710661095,24805,176864211,831488814,990445475,935583944,836970691,8601217,2603638,700519938,995715104
24569,585552,222724410.5,140879595,158095578.4,774536874,24865,176867810.5,824241814,988095717,900464108,794110579,9065262,2223740,630611611,996969074
24590,575308,209879654.6,149617668.1,140277319.7,701292527,24921,176943381.9,755453149,986718029,933614453,843070674,8535163,2659791,710768162,997046527
24642,584645,211964293,148538367.4,142700028.7,713386583,24997,177130372.5,754778241,985798296,905943968,835661375,8601749,2587545,698329934,996517016
24647,589400,213900925.7,146893436.7,145616394.1,726907047,25009,177148342,714488636,985525211,891566345,828179408,8678579,2518408,685881131,998755372
24661,596617,223600388.6,140920266.6,158671562.2,776406337,24990,177198646.8,827328234,986834734,870621322,792479154,9066964,2205937,628023209,996494238
24667,591758,214532799.4,148550305.9,144417608.6,721478980,25110,177220201.6,701684019,982357626,885192900,826075090,8697158,2498246,682400054,985505840
24687,597668,236372980.4,133396772,177195427.6,825536555,24926,177292032.1,802672649,990411618,868476704,750052023,9574796,1869282,562578037,996862557
24690,582536,216126765.6,145875573.5,148158297.1,737860027,25006,177302804.2,737102938,987363033,914293043,820364862,8753615,2445656,672998506,997103126
24697,584479,219767614.5,143355474.7,153302561.3,757956739,24966,177327936.4,717769123,989225346,908481823,806888389,8898555,2326768,651068872,998105257
24702,580296,215323092.1,146224561.4,147255078.1,734051570,25013,177345885.9,718499127,987566465,921812998,823626877,8716828,2474345,678361232,998921362
24707,590391,217557113.3,145378440.3,149648815,743953714,25080,177363833.5,760636660,985127592,890738907,815251824,8805485,2399386,664635537,994619206
24723,592848,218618966.8,144248586.4,151557094.7,751426024,25152,177421253.7,737647691,982943702,883943109,811554717,8842736,2366125,658621059,998186942
24754,590086,223247004.7,141526321.8,157742391.6,773378136,25100,177532452.5,747245449,986215139,893356144,795228822,9018623,2224787,632388879,997545342
24761,576546,210827701,150260930.6,140307730.1,701449553,25024,177557552.3,804660081,989490090,936073859,842192707,8514507,2642318,709288556,995186673
24764,582205,218152704.2,145068717.6,150378874.1,746854911,25176,177568308.2,747524752,983635208,918076345,813963360,8809268,2385278,662536352,996314707
24767,597703,226969390.1,139280660.7,162958295.2,789575102,25154,177579063.5,698448957,984614773,871189027,782392125,9164186,2118222,612137438,997528733
24796,581279,215881766.9,146652475.4,147206357.3,733843575,25087,177682997.9,729337020,988400367,922193857,823056993,8706314,2464528,677422814,997209447
24796,583933,218470254.7,144863226.5,150811396.3,748548659,25139,177682997.9,758681884,986355861,913830088,813305217,8810706,2377961,661465376,997565170
24804,592071,226197741.8,140352163.8,161164413.6,784218811,25093,177711658.8,741724231,988482844,889168374,785647360,9119406,2143172,617241775,994774087
24813,587813,222796467.9,142024512.5,156871841.4,770480941,25079,177743896.7,713386234,989393516,902424269,797785972,8979022,2243646,636462457,998430377
24827,578304,214192699.3,147788171.8,144932234.1,723830688,25121,177794033,716507937,988296644,932871265,830065794,8627410,2526447,689009223,998596460
24846,584247,216311302.7,146658314.9,147493378,735065093,25154,177862052.5,773584906,987755427,914688803,822250388,8706082,2454815,676095700,997196386
24849,581965,217797077.8,145911439.7,149266622.4,742413317,25199,177872790.1,770511628,986110560,921987530,816690435,8764823,2405209,666983266,995583393
24863,572216,201969942.3,156957439.5,128678158.2,629336811,25144,177922890,762785703,988824372,954208761,880937470,8123313,3017820,776050826,998607910
24868,606435,217331957.9,146694307.8,148152959.1,737837781,25379,177940779.5,787260985,979865243,849732455,818751099,8739422,2422535,670353363,993148344
24873,579111,205712809.3,154319984.7,133302766.8,661242774,25155,177958667.1,771686523,988789505,931996766,865083063,8270527,2857223,748368705,997596190
24880,628352,240380281.8,132307969.3,181682390.7,834893795,25346,177983706.8,692727475,981614456,791870632,740425568,9661587,1791240,548230022,996037411
24887,577757,209024632,152488626.7,137075555.4,683954493,25199,178008742.9,747896382,987618556,936897284,851616105,8398949,2725086,725249990,994140452
24890,582247,211686693.2,149915602.3,141203910.7,706016200,25213,178019471.6,743095984,987189148,922614427,840957308,8504889,2623882,707209194,998607038
24895,574555,209447165.8,151724936.5,138043996.3,689372823,25221,178037351.3,783896971,987074264,947673590,850034665,8413222,2709497,722558931,997449224
24897,588854,212578794.5,149749556.6,141956209.7,709760972,25260,178044502.7,743282780,985629454,902280610,837545923,8538330,2591715,701483174,995798925
24898,581851,213844787.2,148503575,143999757,719545194,25159,178048078.3,723694919,989625979,924167638,832604248,8588834,2546059,693229834,998249277
24924,587268,217050052,146682259.1,147972940.5,737085744,25294,178141018.3,732498677,985372025,908144449,820737045,8708476,2437463,673609297,996759485
24934,589119,216843400.3,147565256.9,146947462.3,732733849,25262,178176751.6,721240346,987016072,902808751,821683996,8696695,2445419,675164589,992137230
